"ORGÃO SUPERIOR DESTINATÁRIO";"ÓRGÃO DESTINATÁRIO";"CNPJ ÓRGÃO DESTINATÁRIO";"FORNECEDOR";"CNPJ DO FORNECEDOR";"MUNICÍPIO DO FORNECEDOR";"CHAVE DA NF-E";"VALOR DA NOTA (R$)";"DATA DA EMISSÃO";"NÚMERO";"SÉRIE";
"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"00.394.544/0171-50";"SIEMENS HEALTHCARE DIAGNÓSTICOS LTDA";"01.449.930/0003-51";"JOINVILLE";"42250601449930000351550110009382921379861786";"266,19";"01/06/2025";"938292";"11";
"Sem informação";"Sem informação";"00.394.502/0099-58";"SUPRY OFFICE DISTRIBUIDORA DE MATERIAS E SERVICOS LTDA";"18.593.064/0001-09";"RIO DE JANEIRO";"33250618593064000109550000000033001683327227";"266,40";"02/06/2025";"3300";"0";
"Sem informação";"Sem informação";"00.394.502/0099-58";"SUPRY OFFICE DISTRIBUIDORA DE MATERIAS E SERVICOS LTDA";"18.593.064/0001-09";"RIO DE JANEIRO";"33250618593064000109550000000033011680102051";"266,40";"02/06/2025";"3301";"0";
"Ministério da Defesa";"Comando do Exército";"09.606.256/0001-11";"L Q DE JESUS";"32.021.272/0001-64";"COARI";"13250632021272000164550010000023201152202502";"266,50";"02/06/2025";"2320";"1";
"Sem informação";"Sem informação";"00.394.502/0401-03";"MASTERFRIGO LTDA";"09.247.906/0001-80";"MANAUS";"13250609247906000180550020000012771000012260";"267,00";"02/06/2025";"1277";"2";
"Ministério da Previdência Social";"Instituto Nacional do Seguro Social";"29.979.036/1164-40";"AMATEC AMAZONIA TECNOLOGIA E SISTEMAS LTDA";"08.654.086/0001-88";"BELO HORIZONTE";"31250608654086000188550010000032461098477302";"268,30";"03/06/2025";"3246";"1";
"Ministério da Educação";"Universidade Federal do Rio Grande do Norte";"24.365.710/0001-83";"AMARANTE COMERCIO DE ALIMENTOS LTDA";"04.731.614/0001-02";"SAO GONCALO DO AMARANTE";"24250604731614000102550010000302691000044330";"268,50";"02/06/2025";"30269";"1";
"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"00.394.544/0094-84";"DELCARO COMERCIO DE COMBUSTIVEIS LTDA";"30.584.450/0001-30";"TANGARA DA SERRA";"51250630584450000130550010000870701508532261";"268,53";"01/06/2025";"87070";"1";
"Ministério da Defesa";"Comando do Exército";"09.663.992/0001-01";"REFISERVI REFEICOES INDUSTRIAIS LTDA";"73.373.243/0001-49";"RIO DE JANEIRO";"33250673373243000149550010000718971213172101";"268,65";"02/06/2025";"71897";"1";
"Ministério da Justiça e Segurança Pública";"Polícia Federal";"00.394.494/0028-56";"COMERCIAL AMAZONIA DE PETROLEO LTDA";"09.001.879/0014-85";"CUIABA";"51250609001879001485550160000174571009399350";"268,77";"02/06/2025";"17457";"16";
"Ministério da Defesa";"Comando do Exército";"10.439.707/0001-52";"REFISERVI REFEICOES INDUSTRIAIS LTDA";"73.373.243/0001-49";"RIO DE JANEIRO";"33250673373243000149550010000718611247105200";"269,00";"02/06/2025";"71861";"1";
"Ministério do Planejamento e Orçamento";"Fundação Instituto Brasileiro de Geografia e Estatística";"33.787.094/0001-40";"ALIANCA COMERCIO DE COMBUSTIVEIS LTDA";"10.708.625/0001-66";"BALSAS";"21250610708625000166550020000011921036557607";"269,18";"02/06/2025";"1192";"2";
